사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202507,1호선,동대문,512,20,11992,2119,9530,7225,15640,12598,22661,20045,21754,21637,18919,22764,20782,25635,23449,23754,24421,23727,25314,21934,25679,22004,27103,21702,26384,22400,24604,22494,17395,21729,15882,16015,14349,15259,11009,15551,5716,10288,824,3072,6,278,0,0,0,0,20250803
202507,1호선,동묘앞,221,8,2820,959,4118,5772,9523,11249,15007,22560,12603,18802,14564,21507,19807,25654,25510,27121,28004,29219,27431,24538,28206,21666,29107,18680,27032,15551,21511,14481,11706,9985,6702,6698,5440,7016,3607,7086,1288,4710,130,2116,1,280,0,1,0,0,20250803
202507,1호선,서울역,640,46,10893,9988,31160,59484,98747,133704,158146,266527,114052,176518,96335,101614,108797,97402,124002,106463,117602,103688,102710,95523,131355,108866,148536,118338,233272,146449,265009,176480,139116,114887,100956,81654,108886,77427,76461,58443,41204,29414,4306,7715,17,176,0,0,0,0,20250803
202507,1호선,시청,58,0,1922,6003,3840,29242,7235,85813,10112,228240,12442,93417,15422,42495,21429,38971,23730,34441,29907,34075,35290,27610,45335,24192,58857,23604,101660,25652,175882,24747,62854,13016,56026,9124,48640,8323,30941,6086,10053,4112,548,1017,0,18,0,0,0,0,20250803
202507,1호선,신설동,365,19,9409,2298,10692,9520,23776,27177,34153,56887,22411,34877,20516,20926,21791,18015,23702,17717,24123,19336,22069,18059,24060,20164,30040,22589,43893,25888,55290,32556,20609,23783,14723,16664,12702,16396,8560,15215,3609,9468,396,2737,0,0,0,0,0,0,20250803
202507,1호선,제기동,361,3,5516,2561,9720,10850,23430,23249,34178,41157,24806,33601,26105,34660,30050,39709,33010,40590,33642,40585,36285,35525,40087,31344,42431,31994,43867,28490,39410,28848,21019,18945,14540,12099,8703,11976,5691,9509,2174,6269,173,1394,0,0,0,0,0,0,20250803
202507,1호선,종각,91,6,3877,7002,4222,42993,7023,131921,10219,299727,13335,151761,19552,61304,29884,57185,36754,50489,45077,50404,55757,40487,69119,37379,87264,40099,171955,48039,236293,50356,97632,25691,87318,13395,86904,10155,62230,7481,25694,4750,1936,1318,0,5,0,0,0,0,20250803
202507,1호선,종로3가,150,12,4007,3684,4389,15068,6771,29938,10419,72397,14970,67886,22198,55825,33642,61797,44345,58790,45015,53611,51360,45555,58505,39350,67836,38056,85373,37072,91662,37356,52682,19163,45226,11624,47953,9540,35652,8035,15378,5546,1506,2106,1,27,0,0,0,0,20250803
202507,1호선,종로5가,47,0,2013,3973,3328,18997,6518,46204,11364,97370,16378,66709,27500,58588,37927,57409,44822,50710,49993,47204,57240,43761,59008,38123,65794,36580,89424,34827,93309,32182,46562,18819,33105,10781,29555,7991,19448,6598,5699,3875,389,1124,0,1,0,0,0,0,20250803
202507,1호선,청량리(서울시립대입구),1209,30,11196,3164,20041,11576,53740,18914,62309,41668,37868,38414,35427,40250,39031,45250,43934,44351,44848,44627,44794,44834,47337,45772,50513,47844,51940,51926,47169,64861,27013,40400,20716,24535,16139,23195,9750,20259,4168,12330,343,3906,0,0,0,0,0,0,20250803
202507,2호선,강남,113,14,8383,12986,18971,63122,45693,178886,68248,353707,56010,368214,57275,172607,76362,111997,95709,109690,112472,125725,124348,111030,151661,104562,181908,113170,288367,150413,362158,193998,237543,109700,183854,62558,202317,56505,174999,46994,76420,23525,13019,6608,0,32,0,0,0,0,20250803
202507,2호선,강변(동서울터미널),45,1,9542,1700,24128,20748,72558,21631,105556,41970,75455,35638,60032,31927,50422,31390,45333,34480,42732,38940,39255,41603,42427,49910,47073,52532,53711,69914,56588,96808,36328,64015,28064,45056,24284,38866,15387,34460,5962,17658,990,4383,1,7,0,0,0,0,20250803
202507,2호선,건대입구,314,5,15929,1784,23357,15329,59554,25711,98620,59232,66775,51167,41490,43899,38577,46246,44172,52773,47317,58814,48106,57261,53232,63647,64753,76151,76346,101450,87938,152635,65623,105280,67208,65809,71814,63990,69290,56198,40073,32365,7087,12297,5,1069,0,0,0,0,20250803
202507,2호선,교대(법원.검찰청),22,0,2883,6969,11699,28449,26577,63166,37977,174770,30202,141384,27450,74269,32860,60352,36336,55499,43882,60176,50791,50896,55972,46690,62713,49400,105161,65958,146903,74374,65604,42769,54086,27118,53745,24869,40339,23796,15846,11952,3018,3368,0,11,0,0,0,0,20250803
202507,2호선,구로디지털단지,465,14,39968,5486,56907,22450,149496,93527,195742,241921,116890,151652,68851,61302,61770,47188,69429,53234,66817,65531,60917,61705,69356,67252,87434,80188,148727,113293,220092,170543,107554,134075,67971,86518,55204,87459,41535,85397,19240,48454,3768,14733,1,136,0,0,0,0,20250803
202507,2호선,구의(광진구청),97,6,14704,1404,30773,12941,83271,19708,131245,49170,78147,28348,42996,27155,34216,28613,36538,30958,37305,34203,36042,35164,37802,42143,42992,49963,46843,71376,55892,114896,30971,81156,25606,52652,24751,50872,19941,45101,9367,25156,1613,8020,0,93,0,0,0,0,20250803
202507,2호선,낙성대(강감찬),44,1,12622,2608,29747,9840,93139,20215,135806,44666,86797,36544,47570,26047,38384,26478,42552,28130,40809,29280,35775,30871,36583,38441,41083,45209,49686,65504,55141,109205,30765,89448,23963,59105,21892,56176,15944,56322,8182,33996,1532,9545,1,117,0,0,0,0,20250803
202507,2호선,당산,40,5,8397,3646,20943,16514,51450,31759,61398,81673,35044,34497,24078,16950,23027,15907,23706,18284,22017,20385,20420,20086,22285,23750,29087,31247,44395,49604,59547,78488,26118,51785,21117,34824,20897,33568,17104,30980,8762,18950,1556,4881,0,66,0,0,0,0,20250803
202507,2호선,대림(구로구청),774,17,36059,3350,31539,11836,72690,24960,100601,56383,64838,37005,39356,32207,34612,33068,35590,32888,33836,31364,31174,32596,32280,40025,36417,47179,44742,60770,50594,70815,26360,53765,19501,40809,14983,51083,10837,48356,5467,23230,858,5884,2,135,0,1,0,0,20250803
202507,2호선,도림천,0,0,492,365,1523,986,3768,3804,3905,5793,2334,2608,2330,1561,1905,1317,2478,1904,1909,1722,2340,1898,2377,1762,2914,2151,3195,2731,4001,3810,1698,3061,1136,2021,974,1602,475,1221,192,990,49,267,1,9,0,0,0,0,20250803
202507,2호선,동대문역사문화공원(DDP),214,17,5071,1106,4007,9777,7269,22658,14180,50002,16824,34393,20309,33478,22142,32694,25756,33246,27009,32841,29993,33955,35534,32950,41730,31745,50849,35191,51481,40465,33533,35167,28244,26328,26479,22803,20042,19714,10172,11556,2414,3860,0,110,0,0,0,0,20250803
202507,2호선,뚝섬,19,0,3959,2458,9721,17556,20911,45772,28078,156411,18531,107571,16335,48416,19394,38847,23760,38663,28617,40236,34510,35368,41654,36601,52420,38265,89334,43606,147726,53302,74949,31696,53156,17619,45521,14747,27426,12834,10760,7989,1546,2612,0,55,0,1,0,0,20250803
202507,2호선,문래,27,1,4722,3006,16805,12093,47704,45993,54608,148962,28654,71169,21068,29005,21283,25253,25086,27715,26619,28291,28160,26702,30060,28215,38843,33477,73335,45661,123569,72446,45097,45696,32987,24579,34208,21718,30895,19293,13554,10839,2509,3797,1,105,0,0,0,0,20250803
202507,2호선,방배,2,1,2752,3852,9596,14139,23479,29290,32448,70726,25277,46786,18469,22985,19057,18442,22154,20221,22460,21006,23372,20341,26134,20765,32404,22526,45357,30789,60968,36929,27612,25200,21240,17166,20469,16133,15873,17008,5770,8881,1233,2742,0,24,0,0,0,0,20250803
