사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202505,2호선,신설동,51,0,1136,307,1628,1953,4956,5503,8905,13432,6010,9638,5678,8763,7031,7892,8500,7842,8559,8320,9202,6954,9381,6398,10521,5872,12719,6309,13103,7800,4850,5445,3203,4293,2758,4013,1913,3966,864,2407,97,865,1,158,0,0,0,0,20250603
202505,2호선,신정네거리,135,2,9192,883,18693,2390,49830,4555,45899,12067,27083,9010,19438,8056,17372,9342,17482,10813,16025,12978,13722,14384,12418,18549,13625,24157,13000,32035,11811,49046,7717,35070,6065,21693,4846,19134,3726,17770,1654,11072,355,3345,1,147,0,0,0,0,20250603
202505,2호선,신촌,119,2,8307,2856,15308,14846,35791,35798,53013,88131,41893,99335,43285,78480,51197,71078,62854,72884,68535,80369,70596,71505,80227,67234,95100,74133,109439,93447,105573,120243,75224,81568,79450,52331,83527,47568,82575,42633,42050,28486,7291,7436,12,246,0,0,0,0,20250603
202505,2호선,아현,14,1,4936,1078,12019,5735,29424,12150,42556,21386,26326,14952,19594,12782,18513,11299,20029,13636,18438,15282,16948,15887,19694,17989,22667,20955,22658,27072,21347,34599,13647,25361,10352,19266,8463,18053,6387,16496,2487,9309,366,2848,1,49,0,0,0,0,20250603
202505,2호선,양천구청,29,0,5305,811,12325,2881,32451,5620,30528,9319,18751,5436,13590,4615,11950,5765,12033,7141,10570,8819,8897,10034,8741,12480,9966,15778,9717,20731,9003,29955,4319,23571,3368,15313,2527,13622,2330,11481,761,8152,148,2658,0,12,0,0,0,0,20250603
202505,2호선,역삼,29,3,3734,5559,9009,44350,16347,150066,26500,340448,25202,282350,27042,114576,35191,64126,41605,58539,49260,62455,59750,49795,75545,43518,99233,42972,211389,51906,253506,56628,141925,36458,83706,24399,77918,20857,51891,17655,19379,10633,3356,3348,2,44,0,0,0,0,20250603
202505,2호선,영등포구청,60,1,5450,3758,13747,15126,39684,40025,50853,120631,33572,56112,25713,30220,27142,27426,29785,28030,31833,30481,32117,28056,34901,30182,40514,34047,59677,41915,98716,58861,38733,39677,29772,25686,26669,22932,19189,21321,9171,14257,1585,5019,5,191,0,0,0,0,20250603
202505,2호선,왕십리(성동구청),620,2,6754,946,10080,9483,26177,14468,43793,27577,28687,20447,21652,16728,21262,17536,24933,20163,25334,21937,25241,22469,28072,24656,34434,29513,37598,39637,36912,56401,25661,35384,24478,25289,25886,22891,26369,22061,16400,14658,3541,5662,1,58,0,1,0,0,20250603
202505,2호선,용답,15,0,2295,447,3767,1477,8460,2033,13666,3806,7864,5245,5921,3253,5139,3038,5553,3458,5560,4251,4947,4068,5007,5123,6645,6570,6335,7824,4838,11445,3126,7621,2267,5804,1662,6816,1331,6772,585,3803,146,1140,0,0,0,0,0,0,20250603
202505,2호선,용두(동대문구청),38,1,1071,101,1969,1018,5409,2689,8835,5221,5465,3507,4503,4129,4256,3728,4849,3612,4893,4486,5111,4318,5694,4919,5495,4941,5224,6022,5523,8595,2589,5811,1934,3782,1627,3553,922,2667,346,1775,82,578,0,7,0,0,0,0,20250603
202505,2호선,을지로3가,40,0,1394,2083,2843,22959,7037,70798,14214,161451,19995,66310,25003,34714,27796,30331,29271,29128,31752,32789,36904,29778,41070,30655,51049,36043,93454,42408,132955,47610,56967,31022,45404,21159,48612,18536,41576,15941,24164,10010,3838,2401,2,42,0,0,0,0,20250603
202505,2호선,을지로4가,14,0,1343,1172,2416,14718,6244,34805,12718,71842,15411,37595,19085,26169,21708,26042,22756,23997,24718,24376,26905,23129,30881,21994,37050,21282,61708,22144,65207,21683,29470,15153,19813,11909,16948,12121,12381,11143,6068,7204,1193,1742,1,19,0,0,0,0,20250603
202505,2호선,을지로입구,107,2,2642,3131,4949,32754,11059,124131,18345,314150,28658,163289,36246,91911,45733,78951,52090,70123,63777,73263,73852,64746,87335,65939,106433,69428,175068,76875,262152,76225,133239,51572,129635,38019,89877,31325,72839,24298,31363,13497,3807,5616,6,899,0,0,0,0,20250603
202505,2호선,이대,14,0,3576,958,10009,7176,27670,16437,37808,46043,25361,56749,22515,45074,24499,30614,31707,35756,31366,38122,30959,29788,40357,31045,42943,32432,53879,39557,47911,50118,30094,34397,26648,25298,27369,25903,21005,25376,8040,18430,1148,5243,0,191,0,0,0,0,20250603
202505,2호선,잠실(송파구청),86,2,14353,5445,53528,39897,120887,85675,164687,190173,122439,177611,92396,138323,93973,134938,111434,135710,122813,145228,138178,145685,170212,159459,193102,172105,222565,206439,250428,246031,184702,164466,180536,114273,167358,102368,112739,90051,36153,50473,5162,10581,2,73,0,0,0,0,20250603
202505,2호선,잠실나루,9,0,3664,3175,13926,19920,39265,23007,48400,36930,32276,23194,26786,17934,25190,16291,23720,20251,21874,22245,22742,20430,25707,22154,34099,24218,38671,30152,30034,41146,15336,29705,11531,19355,8631,18567,6076,17661,2951,9778,436,3030,1,25,0,0,0,0,20250603
202505,2호선,잠실새내,66,0,6161,1058,19957,9162,62924,18166,84157,28945,55682,31570,40686,26504,37459,30425,38843,36383,37886,39564,35172,42249,37331,49921,41648,59771,44987,73794,45943,88728,34894,60509,30750,39952,31706,35649,31087,32404,16873,18555,2867,5618,1,45,0,0,0,0,20250603
202505,2호선,종합운동장,13,3,1704,1452,6263,16145,17516,22123,22842,32687,16424,16228,13351,15116,13199,17805,15481,42411,16843,62749,15246,26486,21439,38420,57639,70463,63348,101741,23507,94057,30066,27044,50127,13572,114425,13729,58132,11822,5120,5798,481,1735,0,94,0,0,0,0,20250603
202505,2호선,충정로(경기대입구),20,1,3689,1056,6917,6862,15996,24789,22661,59253,15786,26454,12913,12837,12922,11721,13930,11691,14160,14585,13814,12773,15181,13163,18836,15039,32159,18274,45149,22014,15600,15111,10951,11616,9607,11410,6133,10682,3099,6890,602,2068,1,78,0,0,0,0,20250603
202505,2호선,한양대,1,0,1344,651,2942,7720,6033,14111,8743,66052,7162,55973,9671,54277,15131,20173,20219,41310,18752,26969,26061,23891,34057,19073,45510,16520,54181,20718,41197,24584,22398,13885,21091,9417,23034,8271,17326,7305,16274,5177,3522,1721,1,14,0,0,0,0,20250603
202505,2호선,합정,185,17,11909,3286,17765,13788,39038,31248,50573,90099,35295,84552,29357,54625,33013,53231,38324,57922,42813,64259,45806,59402,50712,60723,60380,71649,79671,88839,111907,116571,79303,79595,69924,47956,75833,39354,71117,34947,38513,24582,6153,9169,1,192,0,0,0,0,20250603
202505,2호선,홍대입구,1148,32,29933,3515,31942,18758,60033,42726,79459,110293,66100,154977,64290,129889,72973,153820,85710,176253,101365,194618,114424,185794,140795,186115,174517,193407,201530,221181,219103,248832,191402,179127,194290,120147,218162,99818,208083,81948,107786,57943,13496,20937,8,2201,0,0,0,0,20250603
202505,3호선,가락시장,50,16,3155,797,8052,6226,22115,11540,23397,25789,18026,13748,15844,10550,14538,11552,14443,12440,14928,13178,14458,13579,15596,15963,16644,17101,20319,20824,25879,25552,12020,18740,9522,12849,8623,11145,5968,10196,2408,5547,407,1856,1,47,0,0,0,0,20250603
202505,3호선,경복궁(정부서울청사),29,12,2633,1734,6631,16062,13707,43888,21925,142874,22214,119580,23097,88120,34248,85196,44473,73292,55270,73233,68546,60656,84259,51729,97024,46561,112111,43884,126771,43860,58934,26762,55285,14705,47791,12055,29278,10407,10653,6088,1176,1589,2,48,0,0,0,0,20250603
202505,3호선,경찰병원,10,0,3109,280,8389,3415,23311,9830,26426,25295,16499,14498,12994,8877,11606,7368,10699,8757,10594,9814,10752,9678,10937,10133,10860,11134,15318,16625,17800,22385,7293,17183,6122,11088,5146,9449,3305,8961,1041,5389,135,1488,0,0,0,0,0,0,20250603
202505,3호선,고속터미널,174,2,5928,4376,8519,38826,27061,56106,49154,82406,58216,107017,65718,110415,79922,118133,93257,111912,102192,111560,118553,116944,134254,122930,144734,121789,156581,126748,149992,127919,131548,80952,144748,54214,98390,41865,59497,29486,21544,14204,2123,2619,0,0,0,0,0,0,20250603
202505,3호선,교대(법원.검찰청),70,1,2057,922,5121,7691,13062,19254,16425,46638,14450,34062,16605,17837,20230,12825,22848,12784,27216,13086,31124,12068,32633,11392,34327,12373,52373,17211,69006,20003,34308,11171,31138,6909,29071,5733,21148,5080,8475,3094,1398,1009,0,6,0,0,0,0,20250603
202505,3호선,구파발,227,5,12912,1847,35304,12548,82499,23095,82241,30774,48558,29011,35746,30227,35101,28730,35842,29461,34809,32389,35298,33998,39073,34428,42697,42259,41792,51310,31777,75064,22028,60387,17543,37679,15427,33338,12231,30500,3225,20905,595,8486,0,547,0,0,0,0,20250603
202505,3호선,금호,64,8,4438,679,10586,2793,26847,4950,36977,9824,24070,7325,16166,7212,13997,7621,13591,8929,12580,10538,11111,11605,10724,14455,11314,17869,12435,22058,11802,30364,8531,21650,6538,15557,4889,13630,3856,13190,1866,6930,400,1789,0,0,0,0,0,0,20250603
202505,3호선,남부터미널(예술의전당),38,2,3194,1461,9489,32378,29690,66687,45056,151157,40134,86677,38541,51916,42670,38543,44292,41296,47971,48063,48368,47350,54487,47239,69561,51749,105855,57668,131136,64497,62387,42857,44893,26334,41259,21175,31004,17625,8394,10498,939,2660,0,7,0,0,0,0,20250603
202505,3호선,녹번,68,4,10206,509,25859,3805,69002,8300,76154,16474,45156,11515,30269,10095,25969,10944,25206,13389,22317,15241,18980,17633,18260,22919,18983,29671,19246,37966,19543,61983,10417,49309,7859,31186,6190,28649,4578,26226,1691,14816,236,4244,0,0,0,0,0,0,20250603
202505,3호선,대청,127,5,3981,1128,12679,7140,32310,19243,38753,26250,22611,12456,17496,9290,16031,9305,15482,10763,15832,12365,14801,13159,19158,16620,21333,18219,24682,23543,25672,30446,11593,24516,8798,18001,7221,16455,5554,16751,1868,8625,326,2883,0,10,0,0,0,0,20250603
202505,3호선,대치,14,0,3070,736,13493,8547,30416,19199,30728,28136,20312,19211,16286,13600,14897,13085,18050,18598,18364,21989,17031,19040,18053,24075,20112,29731,32358,34597,28872,34152,18014,24732,13428,14955,16824,14485,37936,12057,3877,7311,386,2267,0,1,0,0,0,0,20250603
202505,3호선,도곡,52,8,1364,424,5102,4952,12801,15456,16170,21731,10404,16443,9016,8766,8754,8502,9221,7606,9206,8694,9387,8371,12531,9131,14241,9665,17488,11567,17939,13682,9381,10791,6943,6761,6266,6584,4912,5644,1338,3407,161,2179,0,382,0,0,0,0,20250603
202505,3호선,독립문,181,0,4918,946,6693,6636,15800,15712,19935,24538,17151,24013,15565,21904,16499,15385,18729,14662,16610,15731,17515,15142,20336,14713,20740,15251,19104,16222,17484,18173,8724,14314,6656,10017,5171,9066,3829,7762,1304,4943,176,2236,3,537,0,0,0,0,20250603
202505,3호선,동대입구,21,1,1616,1247,3086,10269,4813,16538,8302,63439,8746,42415,10503,42354,12970,32186,14608,27804,22747,32204,24753,23278,26245,21834,32744,23569,44851,28775,45414,27919,24238,13478,30635,7340,30848,6954,27248,4896,8209,3075,739,1111,0,52,0,0,0,0,20250603
202505,3호선,매봉,18,0,2052,807,7612,10303,18813,23019,22642,71753,16821,32173,15959,17599,15613,16745,16037,14977,17516,14392,19547,14455,21603,15345,23900,16493,38608,21755,56117,25025,20099,16398,15515,11051,16595,9654,10151,8918,2989,4727,396,1554,0,53,0,0,0,0,20250603
202505,3호선,무악재,7,2,2022,154,5738,1346,15844,3241,19284,5743,12315,4299,8874,4039,7873,4186,7442,4947,6640,5581,6174,6075,5505,7709,6168,9337,6712,12115,6602,16710,3447,13202,2461,8720,2139,8137,1378,6933,629,4855,71,1223,0,0,0,0,0,0,20250603
202505,3호선,불광,30,0,10620,1508,20214,7673,52187,11908,62251,32864,39900,31269,30121,26895,28229,26769,29531,29143,29760,32183,29993,31155,31057,34498,32662,38816,31920,43854,31317,60845,18334,47128,15020,30146,12082,27084,8324,24095,3755,14170,622,4730,0,0,0,0,0,0,20250603
202505,3호선,수서,143,4,4855,2761,13778,17890,38880,35719,47501,56116,33423,36102,40427,26412,30184,22516,36642,27655,33108,24189,26113,26004,37365,31212,40112,34167,48861,40906,52565,52919,24868,39613,25461,29179,16822,25124,16806,23811,7592,9611,626,3656,0,248,0,0,0,0,20250603
202505,3호선,신사,53,7,3381,1723,6695,16648,11804,40912,18198,98984,16994,129688,20414,68151,25688,48076,30013,45523,35770,48357,42571,44360,50245,40784,59944,42940,85561,51785,116115,61166,84867,33530,57759,19317,55905,15303,46469,12609,19644,8489,2678,3332,1,2,0,0,0,0,20250603
202505,3호선,안국,20,2,1585,2154,3181,26240,6410,89396,10953,120467,14630,96128,18202,83559,28488,87007,42812,73582,49896,72804,64765,67992,83094,55716,110397,46922,133921,39165,130166,32840,66130,16327,55072,8616,44292,7113,22900,6000,7687,3171,767,1001,0,0,0,0,0,0,20250603
202505,3호선,압구정,64,0,3175,2225,8364,24997,16340,48541,24908,130884,22095,145366,27410,80316,33837,66251,40852,54554,46245,57135,56355,51952,63924,49353,74210,51075,95724,59156,127599,59438,88965,33982,73080,18391,53640,14868,39733,12254,11748,6822,1724,2396,0,222,0,0,0,0,20250603
202505,3호선,약수,90,5,6470,1178,10664,6696,25639,15064,36195,31796,26575,21668,20656,16766,19134,16925,21099,17046,21712,18121,20973,20213,22323,22114,24272,26072,27870,31255,30650,41971,19979,26703,16175,19559,15695,17105,11976,15652,5520,9310,905,3652,2,497,0,0,0,0,20250603
202505,3호선,양재(서초구청),47,3,5326,2915,14995,42183,37839,108933,47286,217754,34768,117021,33886,56632,35567,48134,40521,44295,46574,48477,51595,43350,60569,44825,78445,47773,129142,65182,180770,75803,84454,50055,63535,33228,57105,30037,36645,26521,12731,14599,1338,3870,0,15,0,0,0,0,20250603
202505,3호선,연신내,297,12,25987,2467,50803,14774,116843,29860,144209,45298,90919,42391,65969,39685,61862,42156,67156,44563,60961,48216,56594,52111,59026,63792,65892,74874,61088,91997,57753,133709,40923,106790,33146,68762,29005,65220,23903,54325,12118,35838,2015,11512,0,12,0,0,0,0,20250603
202505,3호선,오금,18,1,4722,14,9745,2543,29593,6421,30444,12000,16719,6352,10944,5312,8578,4906,8891,6050,8569,6617,7443,6995,7413,9155,9072,10819,10720,15433,11291,22001,4845,16357,3887,10673,3409,9349,3202,11010,842,5505,121,2058,0,0,0,0,0,0,20250603
