HOUSE_TYPE,CNTRCT_YM,CNTCT_DE,TRNS_CLSF,TRAMT,ASSRNC_AMT,MTHT_AMT,NRB_SWST_NM,NRB_SWST_DIST
연립다세대,202503,19,매매,57000,0,0,경복궁(정부서울청사),483
연립다세대,202503,1,매매,62800,0,0,경복궁(정부서울청사),492
연립다세대,202503,18,전세,0,64000,0,경복궁(정부서울청사),296
아파트,202503,25,매매,89000,0,0,경복궁(정부서울청사),289
아파트,202503,31,전세,0,97000,0,경복궁(정부서울청사),177
오피스텔,202503,5,월세,0,2000,70,경복궁(정부서울청사),225
아파트,202503,18,매매,199000,0,0,경복궁(정부서울청사),236
아파트,202503,8,매매,205000,0,0,경복궁(정부서울청사),236
오피스텔,202503,14,매매,38800,0,0,경복궁(정부서울청사),236
오피스텔,202503,12,매매,41000,0,0,경복궁(정부서울청사),236
오피스텔,202503,5,매매,40500,0,0,경복궁(정부서울청사),236
아파트,202503,15,전세,0,105000,0,경복궁(정부서울청사),236
아파트,202503,15,월세,0,20000,320,경복궁(정부서울청사),236
아파트,202503,8,월세,0,75000,200,경복궁(정부서울청사),236
아파트,202503,5,전세,0,115000,0,경복궁(정부서울청사),236
오피스텔,202503,24,전세,0,30400,0,경복궁(정부서울청사),236
아파트,202503,4,월세,0,60000,310,경복궁(정부서울청사),451
아파트,202503,14,매매,100000,0,0,광화문,165
아파트,202503,28,월세,0,0,100,광화문,165
아파트,202503,10,월세,0,5000,50,광화문,165
오피스텔,202503,7,월세,0,1000,90,경복궁(정부서울청사),193
오피스텔,202503,19,전세,0,25000,0,경복궁(정부서울청사),193
오피스텔,202503,12,월세,0,1050,94,경복궁(정부서울청사),193
오피스텔,202503,12,월세,0,1000,94,경복궁(정부서울청사),193
오피스텔,202503,4,월세,0,23000,20,경복궁(정부서울청사),193
아파트,202503,25,매매,230000,0,0,광화문,282
아파트,202503,17,매매,215000,0,0,광화문,282
오피스텔,202503,21,월세,0,2000,170,광화문,282
오피스텔,202503,1,매매,33000,0,0,경복궁(정부서울청사),190
오피스텔,202503,29,월세,0,10000,59,경복궁(정부서울청사),190
오피스텔,202503,8,전세,0,25000,0,경복궁(정부서울청사),190
오피스텔,202503,15,매매,34500,0,0,경복궁(정부서울청사),224
오피스텔,202503,27,월세,0,20000,30,경복궁(정부서울청사),224
오피스텔,202503,25,월세,0,15000,40,경복궁(정부서울청사),224
오피스텔,202503,13,월세,0,2000,88,경복궁(정부서울청사),224
아파트,202503,14,매매,132200,0,0,경복궁(정부서울청사),310
오피스텔,202503,21,매매,49500,0,0,광화문,96
오피스텔,202503,17,매매,48000,0,0,광화문,96
연립다세대,202503,14,월세,0,5000,320,경복궁(정부서울청사),424
오피스텔,202503,12,매매,290000,0,0,광화문,368
아파트,202503,6,월세,0,10000,1000,광화문,368
오피스텔,202503,24,월세,0,30000,135,광화문,368
오피스텔,202503,17,월세,0,10000,225,광화문,368
아파트,202503,7,매매,45000,0,0,안국,314
아파트,202503,14,월세,0,4000,330,안국,314
오피스텔,202503,11,매매,72000,0,0,광화문,167
오피스텔,202503,5,매매,89500,0,0,광화문,167
오피스텔,202503,11,월세,0,7000,65,광화문,167
오피스텔,202503,5,월세,0,2000,140,광화문,167
아파트,202503,22,월세,0,2000,200,종로3가,260
오피스텔,202503,31,매매,12400,0,0,종로3가,170
아파트,202503,25,월세,0,10000,55,종로3가,229
오피스텔,202503,8,월세,0,20000,20,안국,8
오피스텔,202503,1,매매,17500,0,0,종각,141
아파트,202503,1,월세,0,5000,190,종로3가,120
연립다세대,202503,28,월세,0,15000,53,안국,129
연립다세대,202503,20,전세,0,22000,0,안국,474
오피스텔,202503,1,매매,22000,0,0,종로3가,215
연립다세대,202503,31,매매,24500,0,0,종로3가,147
연립다세대,202503,12,전세,0,23000,0,종로3가,147
아파트,202503,15,매매,98000,0,0,종로5가,122
아파트,202503,31,전세,0,48000,0,종로5가,122
아파트,202503,22,월세,0,10000,220,종로5가,122
아파트,202503,20,월세,0,30000,100,종로5가,122
아파트,202503,14,월세,0,30000,190,종로5가,122
오피스텔,202503,5,전세,0,32000,0,종로5가,122
오피스텔,202503,6,월세,0,1000,100,종로5가,474
아파트,202503,17,매매,17000,0,0,종로5가,317
오피스텔,202503,18,월세,0,60,35,종로5가,229
오피스텔,202503,18,월세,0,60,44,종로5가,245
오피스텔,202503,18,월세,0,60,35,종로5가,245
오피스텔,202503,18,월세,0,60,40,종로5가,245
오피스텔,202503,26,월세,0,20000,40,종로5가,170
오피스텔,202503,17,매매,17500,0,0,종로5가,407
오피스텔,202503,11,매매,16400,0,0,종로5가,407
오피스텔,202503,11,월세,0,1000,70,종로5가,407
오피스텔,202503,7,월세,0,1000,70,종로5가,407
아파트,202503,22,월세,0,1000,90,종로5가,346
아파트,202503,27,월세,0,27500,15,종로5가,291
아파트,202503,19,월세,0,1000,120,종로5가,291
아파트,202503,15,월세,0,27500,20,종로5가,291
아파트,202503,10,월세,0,1000,140,종로5가,291
아파트,202503,3,월세,0,1000,120,종로5가,291
오피스텔,202503,15,월세,0,1000,70,종로5가,201
오피스텔,202503,25,월세,0,1000,105,종로5가,119
오피스텔,202503,20,매매,28900,0,0,종로5가,0
오피스텔,202503,24,전세,0,22818,0,종로5가,0
오피스텔,202503,7,월세,0,2000,106,종로5가,0
연립다세대,202503,5,월세,0,1000,55,혜화,455
연립다세대,202503,31,월세,0,5000,100,혜화,155
연립다세대,202503,1,월세,0,3000,58,혜화,145
연립다세대,202503,8,월세,0,4000,135,혜화,157
연립다세대,202503,21,월세,0,4000,70,혜화,185
연립다세대,202503,21,월세,0,5500,21,혜화,193
연립다세대,202503,28,월세,0,5000,24,혜화,230
연립다세대,202503,7,전세,0,10000,0,혜화,252
연립다세대,202503,12,월세,0,10000,25,혜화,261
연립다세대,202503,12,월세,0,10000,25,혜화,261
연립다세대,202503,19,전세,0,11000,0,혜화,258
연립다세대,202503,22,월세,0,2000,75,혜화,254
아파트,202503,19,전세,0,65100,0,종로5가,459
아파트,202503,8,전세,0,68250,0,종로5가,459
아파트,202503,6,전세,0,66000,0,종로5가,459
연립다세대,202503,6,월세,0,7500,20,혜화,387
연립다세대,202503,14,월세,0,1000,130,혜화,389
연립다세대,202503,22,전세,0,15000,0,혜화,365
연립다세대,202503,21,월세,0,10500,25,혜화,232
연립다세대,202503,29,월세,0,1500,60,혜화,252
연립다세대,202503,13,월세,0,11600,30,혜화,362
연립다세대,202503,19,월세,0,5000,95,혜화,325
연립다세대,202503,8,월세,0,30000,20,한성대입구(삼선교),326
연립다세대,202503,28,전세,0,35000,0,한성대입구(삼선교),283
연립다세대,202503,3,월세,0,300,60,혜화,213
아파트,202503,24,전세,0,68200,0,혜화,283
아파트,202503,22,월세,0,10000,250,혜화,283
아파트,202503,14,월세,0,40000,95,혜화,283
아파트,202503,4,전세,0,72000,0,혜화,283
연립다세대,202503,20,월세,0,2000,60,혜화,296
연립다세대,202503,12,매매,46500,0,0,혜화,384
연립다세대,202503,25,월세,0,5000,180,혜화,283
연립다세대,202503,24,월세,0,5000,180,혜화,283
연립다세대,202503,10,월세,0,5000,180,혜화,283
아파트,202503,5,매매,94000,0,0,혜화,447
아파트,202503,29,매매,65700,0,0,혜화,293
아파트,202503,28,월세,0,10000,130,혜화,293
아파트,202503,14,월세,0,35000,45,혜화,293
연립다세대,202503,5,월세,0,1000,80,혜화,55
연립다세대,202503,5,매매,48500,0,0,혜화,40
연립다세대,202503,8,전세,0,32000,0,혜화,233
연립다세대,202503,8,전세,0,32000,0,혜화,233
연립다세대,202503,14,월세,0,17000,25,혜화,253
아파트,202503,27,월세,0,45000,50,창신,193
아파트,202503,27,전세,0,57000,0,창신,193
연립다세대,202503,15,전세,0,13000,0,창신,316
연립다세대,202503,14,매매,40010,0,0,창신,468
연립다세대,202503,25,매매,57000,0,0,동묘앞,175
아파트,202503,3,매매,104500,0,0,동묘앞,94
아파트,202503,31,월세,0,25000,140,동묘앞,94
아파트,202503,12,전세,0,49350,0,동묘앞,94
아파트,202503,8,월세,0,5000,140,동묘앞,94
아파트,202503,7,전세,0,58000,0,동묘앞,94
아파트,202503,5,월세,0,5000,140,동묘앞,94
연립다세대,202503,19,월세,0,4770,18,동묘앞,45
연립다세대,202503,31,월세,0,18300,10,동묘앞,80
오피스텔,202503,23,전세,0,19500,0,동묘앞,80
오피스텔,202503,16,전세,0,20000,0,동묘앞,80
아파트,202503,19,월세,0,2300,45,동묘앞,1
아파트,202503,26,전세,0,27500,0,동대문,37
아파트,202503,17,매매,40000,0,0,창신,496
아파트,202503,7,전세,0,21000,0,창신,496
연립다세대,202503,6,매매,37500,0,0,동대문,458
아파트,202503,24,월세,0,20000,40,동대문,470
연립다세대,202503,15,월세,0,300,47,동대문,277
연립다세대,202503,13,매매,26000,0,0,동대문,361
연립다세대,202503,10,월세,0,1000,60,동대문,165
아파트,202503,17,매매,76000,0,0,창신,5
아파트,202503,8,매매,74000,0,0,창신,5
아파트,202503,29,전세,0,36750,0,창신,5
아파트,202503,22,월세,0,8000,92,창신,5
아파트,202503,20,월세,0,10000,130,창신,5
아파트,202503,15,전세,0,33000,0,창신,5
아파트,202503,15,전세,0,44000,0,창신,5
아파트,202503,7,월세,0,15000,130,창신,5
아파트,202503,30,매매,83000,0,0,창신,184
아파트,202503,24,매매,60300,0,0,창신,184
아파트,202503,23,매매,75000,0,0,창신,184
아파트,202503,10,매매,82500,0,0,창신,184
아파트,202503,22,전세,0,41500,0,창신,184
아파트,202503,22,월세,0,5000,80,창신,184
아파트,202503,20,전세,0,44000,0,창신,184
아파트,202503,15,전세,0,29400,0,창신,184
아파트,202503,15,전세,0,29400,0,창신,184
아파트,202503,15,전세,0,38000,0,창신,184
아파트,202503,10,전세,0,32000,0,창신,184
아파트,202503,4,월세,0,5000,140,창신,184
아파트,202503,1,전세,0,30000,0,창신,184
아파트,202503,10,매매,87000,0,0,창신,15
아파트,202503,25,전세,0,45000,0,창신,15
아파트,202503,22,전세,0,44000,0,창신,15
아파트,202503,22,전세,0,44000,0,창신,15
아파트,202503,11,월세,0,10000,180,창신,15
아파트,202503,9,전세,0,43000,0,창신,15
오피스텔,202503,10,월세,0,9000,28,창신,199
연립다세대,202503,13,매매,32800,0,0,동묘앞,310
연립다세대,202503,15,매매,37000,0,0,동묘앞,121
연립다세대,202503,14,매매,38500,0,0,동묘앞,121
연립다세대,202503,14,매매,43000,0,0,동묘앞,121
연립다세대,202503,10,매매,34000,0,0,동묘앞,121
연립다세대,202503,7,매매,46000,0,0,동묘앞,121
오피스텔,202503,12,월세,0,2000,130,동묘앞,86
연립다세대,202503,6,전세,0,20000,0,동묘앞,181
연립다세대,202503,6,월세,0,2000,50,동묘앞,204
연립다세대,202503,15,전세,0,26000,0,동묘앞,295
연립다세대,202503,13,월세,0,4000,50,신설동,223
연립다세대,202503,7,월세,0,2000,60,신설동,223
오피스텔,202503,5,월세,0,6202,64,신설동,210
오피스텔,202503,4,월세,0,18083,15,신설동,210
오피스텔,202503,4,월세,0,7301,75,신설동,210
연립다세대,202503,15,매매,41500,0,0,신설동,198
연립다세대,202503,10,매매,10000,0,0,신설동,299
오피스텔,202503,31,월세,0,1000,50,동묘앞,234
연립다세대,202503,6,매매,10500,0,0,신설동,224
오피스텔,202503,25,전세,0,13300,0,신설동,224
오피스텔,202503,10,월세,0,3000,75,신설동,224
오피스텔,202503,10,월세,0,12600,5,신설동,224
오피스텔,202503,12,매매,9000,0,0,신설동,239
오피스텔,202503,27,월세,0,1000,95,신설동,259
오피스텔,202503,11,월세,0,1000,100,신설동,259
아파트,202503,17,매매,12300,0,0,신설동,241
아파트,202503,7,월세,0,1000,70,신설동,241
아파트,202503,10,월세,0,3000,173,동묘앞,306
아파트,202503,4,월세,0,3000,152,동묘앞,306
아파트,202503,20,전세,0,30000,0,동묘앞,301
아파트,202503,18,월세,0,1000,47,동묘앞,254
오피스텔,202503,5,전세,0,24000,0,동묘앞,200
오피스텔,202503,8,월세,0,1500,115,동묘앞,118
아파트,202503,8,전세,0,26500,0,동묘앞,78
아파트,202503,4,월세,0,25500,5,동묘앞,78
아파트,202503,8,월세,0,10500,15,동묘앞,67
아파트,202503,8,월세,0,10500,15,동묘앞,67
오피스텔,202503,31,매매,19000,0,0,동묘앞,8
오피스텔,202503,17,매매,18300,0,0,동묘앞,8
오피스텔,202503,14,월세,0,1000,65,동묘앞,34
오피스텔,202503,21,매매,38000,0,0,동묘앞,8
오피스텔,202503,20,월세,0,4000,130,동묘앞,8
오피스텔,202503,19,월세,0,5000,120,동묘앞,8
오피스텔,202503,8,전세,0,27000,0,동묘앞,8
오피스텔,202503,6,전세,0,26000,0,동묘앞,8
오피스텔,202503,1,월세,0,10000,70,동묘앞,8
오피스텔,202503,15,월세,0,1000,100,동묘앞,76
오피스텔,202503,26,전세,0,13000,0,동묘앞,51
오피스텔,202503,21,전세,0,13000,0,동묘앞,51
오피스텔,202503,17,전세,0,13000,0,동묘앞,51
오피스텔,202503,15,매매,11200,0,0,동묘앞,66
오피스텔,202503,11,매매,11500,0,0,동묘앞,66
오피스텔,202503,6,매매,11700,0,0,동묘앞,66
아파트,202503,22,월세,0,1000,60,동묘앞,66
연립다세대,202503,25,월세,0,8398,21,신설동,248
연립다세대,202503,18,월세,0,1853,41,신설동,248
연립다세대,202503,11,월세,0,3128,53,신설동,248
연립다세대,202503,10,월세,0,6920,15,신설동,248
연립다세대,202503,21,매매,41700,0,0,신설동,261
연립다세대,202503,14,매매,40800,0,0,신설동,261
연립다세대,202503,10,월세,0,500,90,신설동,261
연립다세대,202503,3,월세,0,200,90,신설동,261
연립다세대,202503,6,매매,44400,0,0,신설동,182
연립다세대,202503,5,월세,0,18000,40,신설동,173
연립다세대,202503,5,월세,0,18000,40,신설동,173
연립다세대,202503,23,전세,0,25000,0,신설동,135
아파트,202503,17,월세,0,40000,128,신설동,95
아파트,202503,11,전세,0,58000,0,신설동,95
아파트,202503,10,전세,0,86000,0,신설동,95
연립다세대,202503,11,매매,37500,0,0,신설동,205
오피스텔,202503,31,월세,0,1000,51,신설동,61
오피스텔,202503,15,월세,0,2000,44,신설동,61
오피스텔,202503,8,월세,0,2000,46,신설동,61
오피스텔,202503,5,월세,0,2000,75,신설동,61
오피스텔,202503,17,월세,0,10000,50,신설동,85
오피스텔,202503,31,매매,12000,0,0,신설동,126
오피스텔,202503,28,월세,0,500,67,신설동,126
오피스텔,202503,27,월세,0,1000,68,신설동,126
오피스텔,202503,27,월세,0,1000,65,신설동,126
오피스텔,202503,25,월세,0,1000,68,신설동,126
오피스텔,202503,19,월세,0,1000,70,신설동,126
오피스텔,202503,11,월세,0,1000,70,신설동,126
오피스텔,202503,1,월세,0,1000,70,신설동,126
아파트,202503,13,전세,0,10000,0,신설동,192
오피스텔,202503,24,전세,0,35000,0,신설동,176
오피스텔,202503,14,월세,0,5000,155,신설동,176
아파트,202503,8,월세,0,1000,90,신설동,249
아파트,202503,22,매매,12000,0,0,신설동,196
아파트,202503,1,월세,0,1000,65,신설동,218
오피스텔,202503,31,월세,0,12000,44,신설동,264
오피스텔,202503,17,월세,0,5000,165,신설동,264
오피스텔,202503,3,월세,0,3000,150,신설동,264
아파트,202503,31,매매,192500,0,0,서대문,149
아파트,202503,28,매매,215000,0,0,서대문,149
아파트,202503,26,매매,220000,0,0,서대문,149
아파트,202503,22,매매,220000,0,0,서대문,149
아파트,202503,21,매매,229000,0,0,서대문,149
아파트,202503,21,매매,220000,0,0,서대문,149
아파트,202503,19,매매,220000,0,0,서대문,149
아파트,202503,19,매매,220000,0,0,서대문,149
아파트,202503,15,매매,173000,0,0,서대문,149
아파트,202503,8,매매,175000,0,0,서대문,149
아파트,202503,1,매매,180000,0,0,서대문,149
아파트,202503,22,월세,0,60000,150,서대문,149
아파트,202503,22,월세,0,60000,150,서대문,149
아파트,202503,19,월세,0,20000,360,서대문,149
아파트,202503,15,월세,0,5000,315,서대문,149
아파트,202503,15,전세,0,123000,0,서대문,149
아파트,202503,14,전세,0,99750,0,서대문,149
아파트,202503,8,월세,0,65000,129,서대문,149
아파트,202503,8,전세,0,90000,0,서대문,149
아파트,202503,6,월세,0,60000,118,서대문,149
아파트,202503,3,전세,0,95000,0,서대문,149
아파트,202503,1,전세,0,100000,0,서대문,149
아파트,202503,1,전세,0,82000,0,서대문,149
아파트,202503,1,전세,0,82000,0,서대문,149
아파트,202503,31,매매,248500,0,0,독립문,441
아파트,202503,29,매매,230000,0,0,독립문,441
아파트,202503,25,매매,235700,0,0,독립문,441
아파트,202503,21,매매,254000,0,0,독립문,441
아파트,202503,21,매매,240000,0,0,독립문,441
아파트,202503,15,매매,234500,0,0,독립문,441
아파트,202503,8,매매,239500,0,0,독립문,441
아파트,202503,8,매매,226000,0,0,독립문,441
아파트,202503,2,매매,185000,0,0,독립문,441
아파트,202503,1,매매,219000,0,0,독립문,441
아파트,202503,1,매매,234000,0,0,독립문,441
아파트,202503,31,월세,0,70000,100,독립문,441
아파트,202503,31,월세,0,70000,100,독립문,441
아파트,202503,30,전세,0,115000,0,독립문,441
아파트,202503,28,전세,0,115000,0,독립문,441
아파트,202503,26,월세,0,10000,320,독립문,441
아파트,202503,22,전세,0,94500,0,독립문,441
아파트,202503,21,월세,0,70000,85,독립문,441
아파트,202503,21,월세,0,95000,19,독립문,441
아파트,202503,21,월세,0,95000,19,독립문,441
아파트,202503,18,전세,0,136000,0,독립문,441
아파트,202503,15,전세,0,120000,0,독립문,441
아파트,202503,15,전세,0,78750,0,독립문,441
아파트,202503,15,전세,0,91000,0,독립문,441
아파트,202503,14,월세,0,70000,118,독립문,441
아파트,202503,10,전세,0,125000,0,독립문,441
아파트,202503,10,전세,0,110200,0,독립문,441
아파트,202503,8,월세,0,100000,70,독립문,441
아파트,202503,5,전세,0,160000,0,독립문,441
아파트,202503,5,전세,0,94500,0,독립문,441
아파트,202503,1,전세,0,99750,0,독립문,441
아파트,202503,24,전세,0,49000,0,독립문,379
아파트,202503,8,매매,114000,0,0,독립문,285
아파트,202503,5,매매,87000,0,0,독립문,285
오피스텔,202503,22,매매,36000,0,0,독립문,285
아파트,202503,11,월세,0,10000,250,독립문,285
오피스텔,202503,29,전세,0,26720,0,독립문,285
오피스텔,202503,29,월세,0,1000,115,독립문,285
오피스텔,202503,27,월세,0,25000,20,독립문,285
오피스텔,202503,22,월세,0,10000,60,독립문,285
연립다세대,202503,10,월세,0,4000,85,독립문,343
연립다세대,202503,22,월세,0,2000,27,독립문,368
연립다세대,202503,16,월세,0,8800,10,독립문,348
연립다세대,202503,16,월세,0,8800,10,독립문,348
연립다세대,202503,29,월세,0,1000,51,독립문,318
연립다세대,202503,28,전세,0,8400,0,독립문,405
연립다세대,202503,16,월세,0,13000,30,독립문,331
연립다세대,202503,18,월세,0,300,60,독립문,296
연립다세대,202503,10,월세,0,5000,20,독립문,290
연립다세대,202503,31,매매,25000,0,0,독립문,355
연립다세대,202503,21,매매,41500,0,0,독립문,366
연립다세대,202503,18,매매,41000,0,0,독립문,357
연립다세대,202503,25,매매,20000,0,0,독립문,384
연립다세대,202503,11,전세,0,35000,0,독립문,348
연립다세대,202503,22,월세,0,6000,29,독립문,439
아파트,202503,27,월세,0,13870,35,독립문,386
아파트,202503,26,월세,0,14774,37,독립문,386
아파트,202503,24,월세,0,15627,70,독립문,386
아파트,202503,17,월세,0,7672,26,독립문,386
아파트,202503,11,월세,0,18848,53,독립문,386
아파트,202503,5,월세,0,5314,18,독립문,386
아파트,202503,5,월세,0,12204,44,독립문,386
아파트,202503,23,매매,126000,0,0,독립문,155
아파트,202503,22,매매,126000,0,0,독립문,155
아파트,202503,21,매매,135000,0,0,독립문,155
아파트,202503,15,매매,143000,0,0,독립문,155
아파트,202503,15,매매,127800,0,0,독립문,155
아파트,202503,7,매매,135000,0,0,독립문,155
아파트,202503,1,매매,137000,0,0,독립문,155
아파트,202503,31,전세,0,66150,0,독립문,155
아파트,202503,18,전세,0,54000,0,독립문,155
아파트,202503,18,전세,0,66000,0,독립문,155
아파트,202503,3,전세,0,80000,0,독립문,155
아파트,202503,22,매매,93990,0,0,독립문,65
아파트,202503,22,매매,97100,0,0,독립문,65
아파트,202503,22,매매,119600,0,0,독립문,65
아파트,202503,21,매매,111990,0,0,독립문,65
아파트,202503,8,매매,144000,0,0,독립문,65
아파트,202503,8,매매,99980,0,0,독립문,65
아파트,202503,31,전세,0,63000,0,독립문,65
아파트,202503,29,전세,0,56000,0,독립문,65
아파트,202503,27,전세,0,70000,0,독립문,65
아파트,202503,24,전세,0,68000,0,독립문,65
아파트,202503,15,전세,0,55600,0,독립문,65
아파트,202503,14,월세,0,5000,280,독립문,65
아파트,202503,13,월세,0,30000,70,독립문,65
아파트,202503,8,월세,0,30000,160,독립문,65
아파트,202503,8,월세,0,20000,200,독립문,65
아파트,202503,8,월세,0,30000,160,독립문,65
아파트,202503,7,전세,0,68000,0,독립문,65
아파트,202503,15,매매,110000,0,0,독립문,165
아파트,202503,28,전세,0,75000,0,독립문,165
아파트,202503,17,매매,140000,0,0,독립문,23
아파트,202503,2,매매,166800,0,0,독립문,23
아파트,202503,21,전세,0,63000,0,독립문,23
아파트,202503,17,전세,0,66150,0,독립문,23
아파트,202503,16,전세,0,105000,0,독립문,23
아파트,202503,18,월세,0,1000,70,회현(남대문시장),110
오피스텔,202503,24,월세,0,3000,160,시청,258
연립다세대,202503,6,월세,0,3000,55,회현(남대문시장),298
연립다세대,202503,6,월세,0,3000,55,회현(남대문시장),298
연립다세대,202503,20,전세,0,22000,0,회현(남대문시장),344
아파트,202503,11,월세,0,5000,431,회현(남대문시장),226
연립다세대,202503,7,월세,0,1000,60,명동,247
아파트,202503,17,매매,197500,0,0,명동,160
아파트,202503,13,월세,0,20000,520,명동,160
오피스텔,202503,25,매매,22000,0,0,명동,320
오피스텔,202503,17,월세,0,1000,95,명동,320
오피스텔,202503,15,월세,0,1000,95,명동,320
오피스텔,202503,10,전세,0,21000,0,명동,320
오피스텔,202503,4,월세,0,500,84,명동,320
오피스텔,202503,4,월세,0,1000,84,명동,320
오피스텔,202503,2,월세,0,3000,83,명동,320
아파트,202503,26,월세,0,500,31,충무로,86
아파트,202503,26,월세,0,500,31,충무로,86
아파트,202503,21,전세,0,31000,0,충무로,86
아파트,202503,5,월세,0,2000,150,충무로,86
아파트,202503,1,매매,115500,0,0,충무로,220
아파트,202503,28,전세,0,63000,0,충무로,220
아파트,202503,28,전세,0,63000,0,충무로,220
아파트,202503,28,전세,0,63000,0,충무로,220
아파트,202503,27,전세,0,115500,0,충무로,220
아파트,202503,22,전세,0,115000,0,충무로,220
아파트,202503,19,월세,0,60000,165,충무로,220
아파트,202503,6,전세,0,115500,0,충무로,220
아파트,202503,4,전세,0,72000,0,충무로,220
오피스텔,202503,22,매매,34500,0,0,동대문역사문화공원,318
아파트,202503,28,월세,0,1000,85,동대문역사문화공원,318
아파트,202503,11,월세,0,2000,120,동대문역사문화공원,318
아파트,202503,7,월세,0,1000,78,동대문역사문화공원,318
오피스텔,202503,24,월세,0,1000,85,동대문역사문화공원,318
오피스텔,202503,22,월세,0,1000,90,동대문역사문화공원,318
아파트,202503,4,월세,0,18000,20,충무로,277
아파트,202503,1,전세,0,30000,0,충무로,277
아파트,202503,8,전세,0,29500,0,충무로,222
아파트,202503,2,매매,44000,0,0,을지로4가,176
아파트,202503,31,월세,0,1000,150,을지로4가,176
아파트,202503,31,월세,0,5000,145,을지로4가,176
아파트,202503,29,전세,0,28500,0,을지로4가,176
아파트,202503,26,월세,0,5000,210,을지로4가,176
아파트,202503,26,월세,0,5000,130,을지로4가,176
아파트,202503,24,전세,0,32760,0,을지로4가,176
아파트,202503,24,월세,0,10000,110,을지로4가,176
아파트,202503,24,월세,0,5000,120,을지로4가,176
아파트,202503,23,월세,0,5500,100,을지로4가,176
아파트,202503,19,월세,0,2000,140,을지로4가,176
아파트,202503,17,월세,0,5000,120,을지로4가,176
아파트,202503,15,전세,0,47250,0,을지로4가,176
아파트,202503,15,전세,0,32000,0,을지로4가,176
아파트,202503,14,월세,0,5000,100,을지로4가,176
아파트,202503,14,전세,0,23000,0,을지로4가,176
아파트,202503,12,월세,0,5000,125,을지로4가,176
아파트,202503,11,월세,0,7000,106,을지로4가,176
아파트,202503,11,월세,0,7000,106,을지로4가,176
아파트,202503,11,전세,0,24000,0,을지로4가,176
아파트,202503,10,전세,0,34000,0,을지로4가,176
아파트,202503,9,전세,0,24150,0,을지로4가,176
아파트,202503,8,전세,0,47250,0,을지로4가,176
아파트,202503,8,전세,0,24150,0,을지로4가,176
아파트,202503,8,전세,0,47250,0,을지로4가,176
아파트,202503,4,전세,0,47250,0,을지로4가,176
아파트,202503,4,전세,0,24150,0,을지로4가,176
아파트,202503,3,월세,0,5000,120,을지로4가,176
아파트,202503,1,전세,0,26250,0,을지로4가,176
아파트,202503,1,전세,0,26775,0,을지로4가,176
연립다세대,202503,18,월세,0,1000,90,동대입구,345
연립다세대,202503,19,월세,0,12000,30,동대입구,369
오피스텔,202503,25,전세,0,28500,0,충무로,409
오피스텔,202503,22,전세,0,22000,0,충무로,409
오피스텔,202503,1,월세,0,4000,70,충무로,409
아파트,202503,11,매매,55000,0,0,충무로,330
아파트,202503,29,월세,0,5000,220,충무로,330
아파트,202503,22,월세,0,7000,240,충무로,330
아파트,202503,19,월세,0,5000,240,충무로,330
아파트,202503,13,월세,0,5000,210,충무로,330
아파트,202503,1,월세,0,5000,210,충무로,330
아파트,202503,1,월세,0,5000,235,충무로,330
오피스텔,202503,1,월세,0,3000,165,충무로,123
연립다세대,202503,13,월세,0,1000,65,충무로,206
연립다세대,202503,25,매매,31000,0,0,충무로,313
연립다세대,202503,27,월세,0,4000,120,동대입구,305
연립다세대,202503,15,전세,0,27000,0,동대문역사문화공원,193
연립다세대,202503,31,월세,0,2000,100,동대문역사문화공원,244
연립다세대,202503,1,월세,0,3000,119,동대입구,228
연립다세대,202503,16,월세,0,26000,5,동대입구,213
연립다세대,202503,27,월세,0,3000,60,동대입구,152
연립다세대,202503,1,월세,0,3000,63,동대입구,152
연립다세대,202503,5,전세,0,14000,0,동대문역사문화공원,273
연립다세대,202503,14,월세,0,14790,10,동대입구,287
연립다세대,202503,14,월세,0,15000,9,동대입구,287
연립다세대,202503,2,월세,0,500,30,동대입구,224
연립다세대,202503,15,월세,0,3000,60,동대입구,234
연립다세대,202503,19,월세,0,6000,110,동대입구,263
연립다세대,202503,11,월세,0,1000,45,동대입구,320
연립다세대,202503,23,월세,0,1000,80,동대입구,308
연립다세대,202503,19,전세,0,6000,0,동대입구,324
연립다세대,202503,17,월세,0,1000,55,동대입구,340
연립다세대,202503,15,월세,0,500,45,동대입구,264
연립다세대,202503,11,월세,0,500,45,동대입구,264
연립다세대,202503,20,매매,10220,0,0,동대입구,354
연립다세대,202503,20,매매,9631,0,0,동대입구,354
연립다세대,202503,20,매매,8003,0,0,동대입구,354
연립다세대,202503,20,매매,6963,0,0,동대입구,354
연립다세대,202503,20,매매,7522,0,0,동대입구,354
연립다세대,202503,20,매매,7522,0,0,동대입구,354
연립다세대,202503,20,매매,7863,0,0,동대입구,354
연립다세대,202503,20,매매,9383,0,0,동대입구,354
연립다세대,202503,20,매매,9538,0,0,동대입구,354
연립다세대,202503,20,매매,9011,0,0,동대입구,354
연립다세대,202503,20,매매,10903,0,0,동대입구,354
연립다세대,202503,20,매매,10748,0,0,동대입구,354
연립다세대,202503,20,매매,10732,0,0,동대입구,354
연립다세대,202503,20,매매,10546,0,0,동대입구,354
연립다세대,202503,20,매매,11259,0,0,동대입구,354
연립다세대,202503,20,매매,10903,0,0,동대입구,354
연립다세대,202503,20,매매,11259,0,0,동대입구,354
