HOUSE_TYPE,CNTRCT_YM,CNTCT_DE,TRNS_CLSF,TRAMT,ASSRNC_AMT,MTHT_AMT,NRB_SWST_NM,NRB_SWST_DIST
아파트,202503,15,매매,278000,0,0,이촌,178
아파트,202503,13,매매,300000,0,0,이촌,178
아파트,202503,12,매매,197500,0,0,이촌,178
아파트,202503,8,매매,185000,0,0,이촌,178
아파트,202503,6,매매,280000,0,0,이촌,178
아파트,202503,30,월세,0,10000,210,이촌,178
아파트,202503,29,전세,0,52000,0,이촌,178
아파트,202503,29,월세,0,47000,65,이촌,178
아파트,202503,29,전세,0,100000,0,이촌,178
아파트,202503,29,월세,0,40000,71,이촌,178
아파트,202503,28,전세,0,80000,0,이촌,178
아파트,202503,26,전세,0,65000,0,이촌,178
아파트,202503,22,전세,0,64000,0,이촌,178
아파트,202503,22,전세,0,60000,0,이촌,178
아파트,202503,22,월세,0,20000,150,이촌,178
아파트,202503,22,전세,0,60000,0,이촌,178
아파트,202503,19,전세,0,52500,0,이촌,178
아파트,202503,15,전세,0,94500,0,이촌,178
아파트,202503,15,전세,0,57750,0,이촌,178
아파트,202503,15,월세,0,15000,160,이촌,178
아파트,202503,15,월세,0,75000,10,이촌,178
아파트,202503,15,전세,0,84000,0,이촌,178
아파트,202503,15,전세,0,52500,0,이촌,178
아파트,202503,12,월세,0,35000,80,이촌,178
아파트,202503,11,전세,0,112300,0,이촌,178
아파트,202503,10,전세,0,79800,0,이촌,178
아파트,202503,10,전세,0,95000,0,이촌,178
아파트,202503,10,월세,0,5000,350,이촌,178
아파트,202503,8,전세,0,70000,0,이촌,178
아파트,202503,7,전세,0,70000,0,이촌,178
아파트,202503,7,전세,0,95000,0,이촌,178
아파트,202503,4,월세,0,10000,290,이촌,178
아파트,202503,4,월세,0,10000,290,이촌,178
아파트,202503,4,월세,0,50400,50,이촌,178
아파트,202503,3,전세,0,105000,0,이촌,178
아파트,202503,3,전세,0,125000,0,이촌,178
아파트,202503,1,전세,0,65000,0,이촌,178
아파트,202503,1,전세,0,100000,0,이촌,178
아파트,202503,1,월세,0,10000,220,이촌,178
아파트,202503,22,매매,182000,0,0,이촌,218
아파트,202503,12,매매,219700,0,0,이촌,218
아파트,202503,8,매매,245000,0,0,이촌,218
아파트,202503,8,매매,240000,0,0,이촌,218
아파트,202503,1,매매,220000,0,0,이촌,218
아파트,202503,29,전세,0,77000,0,이촌,218
아파트,202503,28,전세,0,70000,0,이촌,218
아파트,202503,21,전세,0,52500,0,이촌,218
아파트,202503,19,전세,0,81900,0,이촌,218
아파트,202503,16,전세,0,60000,0,이촌,218
아파트,202503,15,월세,0,10000,230,이촌,218
아파트,202503,14,전세,0,68000,0,이촌,218
아파트,202503,13,월세,0,23000,160,이촌,218
아파트,202503,12,월세,0,500,281,이촌,218
아파트,202503,8,월세,0,10000,370,이촌,218
아파트,202503,8,전세,0,52920,0,이촌,218
아파트,202503,5,월세,0,23000,200,이촌,218
아파트,202503,5,월세,0,23000,200,이촌,218
아파트,202503,1,전세,0,65000,0,이촌,218
아파트,202503,1,전세,0,47000,0,이촌,218
아파트,202503,1,전세,0,91000,0,이촌,218
아파트,202503,17,매매,172000,0,0,이촌,494
아파트,202503,22,매매,275000,0,0,이촌,149
아파트,202503,21,매매,250000,0,0,이촌,149
아파트,202503,20,매매,241000,0,0,이촌,149
아파트,202503,14,매매,240000,0,0,이촌,149
아파트,202503,8,매매,185000,0,0,이촌,149
아파트,202503,3,매매,235000,0,0,이촌,149
아파트,202503,22,전세,0,57750,0,이촌,149
아파트,202503,22,전세,0,84000,0,이촌,149
아파트,202503,20,월세,0,10000,222,이촌,149
아파트,202503,14,월세,0,20000,230,이촌,149
아파트,202503,13,전세,0,60900,0,이촌,149
아파트,202503,13,전세,0,60900,0,이촌,149
아파트,202503,11,월세,0,20000,220,이촌,149
아파트,202503,10,월세,0,3000,300,이촌,149
아파트,202503,7,전세,0,120000,0,이촌,149
아파트,202503,1,전세,0,100000,0,이촌,149
아파트,202503,1,전세,0,100000,0,이촌,149
아파트,202503,19,매매,289000,0,0,이촌,443
아파트,202503,19,매매,420000,0,0,이촌,443
아파트,202503,8,매매,340000,0,0,이촌,443
아파트,202503,7,매매,375000,0,0,이촌,443
아파트,202503,17,월세,0,10000,630,이촌,443
아파트,202503,5,월세,0,10000,410,이촌,443
아파트,202503,8,매매,418000,0,0,이촌,227
아파트,202503,1,월세,0,10000,660,이촌,227
연립다세대,202503,4,매매,295000,0,0,이태원,334
아파트,202503,14,매매,330000,0,0,이태원,349
아파트,202503,26,전세,0,70000,0,이태원,349
아파트,202503,25,월세,0,10000,320,이태원,349
아파트,202503,16,월세,0,10000,250,이태원,349
아파트,202503,15,월세,0,3000,240,이태원,349
아파트,202503,10,전세,0,100000,0,이태원,349
연립다세대,202503,22,전세,0,27000,0,녹사평(용산구청),243
연립다세대,202503,17,매매,149000,0,0,이태원,221
연립다세대,202503,7,매매,115000,0,0,이태원,254
연립다세대,202503,5,매매,145000,0,0,이태원,135
연립다세대,202503,17,매매,215000,0,0,이태원,170
연립다세대,202503,4,매매,130000,0,0,이태원,246
연립다세대,202503,14,전세,0,16400,0,이태원,246
연립다세대,202503,22,전세,0,28350,0,이태원,159
연립다세대,202503,11,매매,150000,0,0,이태원,296
연립다세대,202503,3,매매,120000,0,0,이태원,281
연립다세대,202503,1,매매,115000,0,0,이태원,281
연립다세대,202503,30,전세,0,27000,0,이태원,111
연립다세대,202503,2,전세,0,27300,0,이태원,111
연립다세대,202503,8,월세,0,2000,125,이태원,94
연립다세대,202503,16,월세,0,6000,18,이태원,203
연립다세대,202503,25,월세,0,2000,115,녹사평(용산구청),140
연립다세대,202503,12,전세,0,30000,0,녹사평(용산구청),154
연립다세대,202503,1,전세,0,32000,0,녹사평(용산구청),154
연립다세대,202503,8,매매,55000,0,0,녹사평(용산구청),141
연립다세대,202503,7,매매,38500,0,0,녹사평(용산구청),167
연립다세대,202503,3,전세,0,12600,0,녹사평(용산구청),167
연립다세대,202503,21,전세,0,47250,0,이태원,415
연립다세대,202503,6,전세,0,30000,0,이태원,478
연립다세대,202503,7,전세,0,33000,0,녹사평(용산구청),462
연립다세대,202503,7,월세,0,1000,50,녹사평(용산구청),448
연립다세대,202503,3,전세,0,23000,0,녹사평(용산구청),239
연립다세대,202503,28,전세,0,20000,0,녹사평(용산구청),264
연립다세대,202503,7,월세,0,4000,180,녹사평(용산구청),264
연립다세대,202503,10,전세,0,50000,0,녹사평(용산구청),26
연립다세대,202503,27,전세,0,18165,0,녹사평(용산구청),478
연립다세대,202503,12,매매,300000,0,0,한남,422
아파트,202503,13,매매,60200,0,0,옥수,475
연립다세대,202503,5,매매,68000,0,0,한남,171
아파트,202503,18,월세,0,1000,70,한남,500
연립다세대,202503,22,매매,800000,0,0,한남,225
아파트,202503,18,전세,0,70000,0,한남,90
아파트,202503,1,월세,0,30000,160,한남,90
연립다세대,202503,27,월세,0,1040,546,한강진,321
아파트,202503,12,매매,91500,0,0,이태원,432
연립다세대,202503,4,월세,0,40000,10,한강진,451
연립다세대,202503,14,월세,0,24000,58,한강진,130
연립다세대,202503,17,전세,0,700000,0,옥수,368
연립다세대,202503,6,전세,0,550000,0,옥수,400
연립다세대,202503,17,매매,68000,0,0,한강진,213
연립다세대,202503,8,전세,0,35000,0,한강진,213
아파트,202503,20,매매,118500,0,0,한남,2
아파트,202503,3,매매,110000,0,0,한남,2
아파트,202503,24,월세,0,10000,1300,한남,189
아파트,202503,23,매매,187500,0,0,한남,252
아파트,202503,19,매매,222000,0,0,한남,252
아파트,202503,19,매매,182000,0,0,한남,252
아파트,202503,12,전세,0,63000,0,한남,252
아파트,202503,28,월세,0,15000,310,한강진,100
아파트,202503,15,월세,0,10000,400,한강진,100
아파트,202503,21,매매,140000,0,0,한강진,89
아파트,202503,1,매매,136000,0,0,한강진,89
아파트,202503,24,전세,0,76600,0,한강진,89
아파트,202503,18,전세,0,54300,0,한강진,89
아파트,202503,22,매매,70000,0,0,한남,313
아파트,202503,22,매매,94000,0,0,한남,313
아파트,202503,22,매매,95000,0,0,한남,313
아파트,202503,21,매매,93000,0,0,한남,313
아파트,202503,31,월세,0,3000,280,한남,313
아파트,202503,31,월세,0,40000,85,한남,313
아파트,202503,29,전세,0,63000,0,한남,313
아파트,202503,26,월세,0,60000,20,한남,313
아파트,202503,17,전세,0,55000,0,한남,313
아파트,202503,15,월세,0,25000,152,한남,313
아파트,202503,14,전세,0,52000,0,한남,313
아파트,202503,8,전세,0,65000,0,한남,313
아파트,202503,6,전세,0,55400,0,한남,313
아파트,202503,6,매매,1580000,0,0,한강진,185
아파트,202503,22,전세,0,750000,0,한강진,185
오피스텔,202503,12,매매,340000,0,0,한남,270
연립다세대,202503,15,매매,397000,0,0,서빙고,485
연립다세대,202503,15,전세,0,50000,0,서빙고,485
연립다세대,202503,10,전세,0,13892,0,서빙고,486
연립다세대,202503,14,매매,77000,0,0,서빙고,361
연립다세대,202503,13,매매,85000,0,0,서빙고,385
연립다세대,202503,27,전세,0,29500,0,서빙고,385
연립다세대,202503,6,전세,0,30000,0,서빙고,341
연립다세대,202503,4,월세,0,5000,85,서빙고,318
연립다세대,202503,22,월세,0,1000,115,서빙고,80
아파트,202503,12,매매,400000,0,0,서빙고,20
아파트,202503,21,전세,0,100000,0,서빙고,20
아파트,202503,20,전세,0,100000,0,서빙고,20
아파트,202503,15,전세,0,99750,0,서빙고,20
아파트,202503,15,전세,0,90000,0,서빙고,20
아파트,202503,15,전세,0,117000,0,서빙고,20
아파트,202503,8,전세,0,75000,0,서빙고,20
아파트,202503,7,월세,0,10000,420,서빙고,20
아파트,202503,6,월세,0,35000,217,서빙고,20
아파트,202503,5,전세,0,110000,0,서빙고,20
아파트,202503,4,전세,0,98000,0,서빙고,20
아파트,202503,8,매매,125000,0,0,서빙고,312
아파트,202503,4,매매,125000,0,0,서빙고,312
아파트,202503,29,전세,0,55000,0,서빙고,312
아파트,202503,15,전세,0,53000,0,서빙고,312
아파트,202503,13,전세,0,79000,0,서빙고,312
아파트,202503,12,전세,0,38850,0,서빙고,312
아파트,202503,7,매매,198000,0,0,서빙고,318
아파트,202503,4,매매,172000,0,0,서빙고,318
아파트,202503,27,전세,0,75000,0,서빙고,318
아파트,202503,29,월세,0,18000,35,신설동,363
아파트,202503,27,전세,0,25200,0,신설동,363
아파트,202503,27,전세,0,25200,0,신설동,363
아파트,202503,13,전세,0,25000,0,신설동,363
아파트,202503,1,전세,0,26400,0,신설동,363
아파트,202503,1,전세,0,26400,0,신설동,363
오피스텔,202503,25,전세,0,26500,0,신설동,363
오피스텔,202503,24,월세,0,10000,70,신설동,363
오피스텔,202503,29,월세,0,16000,10,상왕십리,81
오피스텔,202503,28,월세,0,16000,5,상왕십리,81
오피스텔,202503,22,월세,0,16000,10,상왕십리,81
오피스텔,202503,14,월세,0,16000,5,상왕십리,81
오피스텔,202503,13,월세,0,16000,10,상왕십리,81
오피스텔,202503,6,월세,0,15000,15,상왕십리,81
아파트,202503,27,매매,174500,0,0,신당,384
아파트,202503,20,매매,185000,0,0,신당,384
아파트,202503,12,매매,144500,0,0,신당,384
아파트,202503,8,매매,146000,0,0,신당,384
아파트,202503,8,매매,167000,0,0,신당,384
아파트,202503,31,전세,0,68300,0,신당,384
아파트,202503,29,전세,0,65900,0,신당,384
아파트,202503,28,전세,0,110000,0,신당,384
아파트,202503,22,전세,0,84000,0,신당,384
아파트,202503,21,월세,0,20000,400,신당,384
아파트,202503,15,전세,0,54600,0,신당,384
아파트,202503,15,월세,0,45500,175,신당,384
아파트,202503,14,전세,0,85000,0,신당,384
아파트,202503,13,월세,0,45000,270,신당,384
아파트,202503,13,월세,0,45000,270,신당,384
아파트,202503,9,전세,0,81900,0,신당,384
아파트,202503,7,월세,0,52000,230,신당,384
아파트,202503,4,월세,0,20000,270,신당,384
아파트,202503,4,월세,0,30000,240,신당,384
아파트,202503,22,매매,114000,0,0,상왕십리,379
아파트,202503,13,매매,111000,0,0,상왕십리,379
아파트,202503,22,월세,0,33000,150,상왕십리,379
아파트,202503,16,전세,0,55650,0,상왕십리,379
아파트,202503,15,전세,0,64000,0,상왕십리,379
아파트,202503,13,전세,0,60000,0,상왕십리,379
아파트,202503,1,전세,0,61000,0,상왕십리,379
아파트,202503,4,매매,51500,0,0,상왕십리,80
오피스텔,202503,15,매매,17200,0,0,상왕십리,12
연립다세대,202503,15,전세,0,20000,0,상왕십리,12
오피스텔,202503,4,전세,0,26000,0,상왕십리,12
아파트,202503,1,월세,0,1000,74,상왕십리,127
오피스텔,202503,8,매매,13500,0,0,상왕십리,37
오피스텔,202503,28,월세,0,1000,80,상왕십리,37
오피스텔,202503,19,월세,0,3500,55,상왕십리,37
오피스텔,202503,10,월세,0,200,79,상왕십리,37
오피스텔,202503,7,월세,0,1000,70,상왕십리,37
오피스텔,202503,2,월세,0,1000,75,상왕십리,37
아파트,202503,29,월세,0,1000,70,왕십리,199
연립다세대,202503,13,매매,67000,0,0,왕십리,233
연립다세대,202503,8,매매,52000,0,0,상왕십리,253
연립다세대,202503,5,매매,59000,0,0,상왕십리,253
연립다세대,202503,31,전세,0,22150,0,행당,243
아파트,202503,20,매매,94500,0,0,상왕십리,154
아파트,202503,17,매매,86000,0,0,상왕십리,154
아파트,202503,15,매매,89500,0,0,상왕십리,154
아파트,202503,19,월세,0,30000,140,상왕십리,154
아파트,202503,13,전세,0,62000,0,상왕십리,154
아파트,202503,11,월세,0,40000,50,상왕십리,154
아파트,202503,5,전세,0,50000,0,상왕십리,154
아파트,202503,5,매매,90000,0,0,상왕십리,272
아파트,202503,10,월세,0,10000,165,상왕십리,272
아파트,202503,3,월세,0,38550,8,상왕십리,272
연립다세대,202503,27,전세,0,35000,0,행당,324
아파트,202503,31,매매,126500,0,0,상왕십리,350
아파트,202503,15,매매,111000,0,0,상왕십리,350
아파트,202503,10,매매,119500,0,0,상왕십리,350
아파트,202503,26,전세,0,63000,0,상왕십리,350
아파트,202503,9,월세,0,10000,280,상왕십리,350
아파트,202503,29,매매,81000,0,0,상왕십리,302
아파트,202503,8,매매,81500,0,0,상왕십리,302
아파트,202503,8,매매,78500,0,0,상왕십리,302
아파트,202503,6,매매,74000,0,0,상왕십리,302
아파트,202503,1,매매,82500,0,0,상왕십리,302
아파트,202503,1,매매,117000,0,0,상왕십리,302
아파트,202503,18,전세,0,36750,0,상왕십리,302
아파트,202503,20,매매,87000,0,0,신금호,407
아파트,202503,27,전세,0,70000,0,신금호,407
아파트,202503,27,월세,0,40,40,신금호,407
아파트,202503,14,전세,0,50000,0,신금호,407
아파트,202503,31,매매,139000,0,0,행당,302
아파트,202503,22,매매,94500,0,0,행당,302
아파트,202503,19,매매,116000,0,0,행당,302
아파트,202503,19,매매,130000,0,0,행당,302
아파트,202503,16,매매,102000,0,0,행당,302
아파트,202503,14,매매,105000,0,0,행당,302
아파트,202503,13,매매,106000,0,0,행당,302
아파트,202503,12,매매,97000,0,0,행당,302
아파트,202503,8,매매,114500,0,0,행당,302
아파트,202503,8,매매,120000,0,0,행당,302
아파트,202503,3,매매,105000,0,0,행당,302
아파트,202503,1,매매,99500,0,0,행당,302
아파트,202503,22,전세,0,60000,0,행당,302
아파트,202503,22,전세,0,56000,0,행당,302
아파트,202503,13,전세,0,48300,0,행당,302
아파트,202503,7,전세,0,65000,0,행당,302
아파트,202503,1,월세,0,45000,40,행당,302
아파트,202503,29,전세,0,75000,0,행당,262
아파트,202503,24,전세,0,60000,0,행당,262
아파트,202503,31,매매,244500,0,0,상왕십리,260
아파트,202503,23,매매,160000,0,0,상왕십리,260
아파트,202503,22,매매,174000,0,0,상왕십리,260
아파트,202503,22,매매,153500,0,0,상왕십리,260
아파트,202503,22,매매,154000,0,0,상왕십리,260
아파트,202503,22,매매,169500,0,0,상왕십리,260
아파트,202503,22,매매,195000,0,0,상왕십리,260
아파트,202503,20,매매,154000,0,0,상왕십리,260
아파트,202503,11,매매,212000,0,0,상왕십리,260
아파트,202503,11,매매,178000,0,0,상왕십리,260
아파트,202503,10,매매,179800,0,0,상왕십리,260
아파트,202503,4,매매,174000,0,0,상왕십리,260
아파트,202503,1,매매,170500,0,0,상왕십리,260
아파트,202503,1,매매,149000,0,0,상왕십리,260
아파트,202503,1,매매,151000,0,0,상왕십리,260
아파트,202503,31,전세,0,118000,0,상왕십리,260
아파트,202503,31,월세,0,30000,230,상왕십리,260
아파트,202503,28,전세,0,69300,0,상왕십리,260
아파트,202503,28,전세,0,139000,0,상왕십리,260
아파트,202503,28,전세,0,70000,0,상왕십리,260
아파트,202503,27,전세,0,125000,0,상왕십리,260
아파트,202503,22,전세,0,78750,0,상왕십리,260
아파트,202503,21,전세,0,80000,0,상왕십리,260
아파트,202503,21,전세,0,80000,0,상왕십리,260
아파트,202503,21,전세,0,75000,0,상왕십리,260
아파트,202503,18,전세,0,83000,0,상왕십리,260
아파트,202503,18,전세,0,90000,0,상왕십리,260
아파트,202503,18,전세,0,84000,0,상왕십리,260
아파트,202503,17,월세,0,5000,350,상왕십리,260
아파트,202503,15,월세,0,10000,264,상왕십리,260
아파트,202503,15,월세,0,15000,270,상왕십리,260
아파트,202503,14,전세,0,95000,0,상왕십리,260
아파트,202503,14,월세,0,20000,160,상왕십리,260
아파트,202503,11,전세,0,78750,0,상왕십리,260
아파트,202503,10,전세,0,70000,0,상왕십리,260
아파트,202503,8,전세,0,78000,0,상왕십리,260
아파트,202503,7,전세,0,120000,0,상왕십리,260
아파트,202503,6,월세,0,20000,235,상왕십리,260
아파트,202503,5,월세,0,90200,80,상왕십리,260
아파트,202503,4,월세,0,10000,250,상왕십리,260
아파트,202503,29,매매,174000,0,0,상왕십리,58
아파트,202503,28,매매,97000,0,0,상왕십리,58
아파트,202503,26,매매,189700,0,0,상왕십리,58
아파트,202503,25,매매,173500,0,0,상왕십리,58
아파트,202503,25,매매,141500,0,0,상왕십리,58
아파트,202503,22,매매,164000,0,0,상왕십리,58
아파트,202503,22,매매,93000,0,0,상왕십리,58
아파트,202503,21,매매,145000,0,0,상왕십리,58
아파트,202503,21,매매,148500,0,0,상왕십리,58
아파트,202503,20,매매,182000,0,0,상왕십리,58
아파트,202503,20,매매,184500,0,0,상왕십리,58
아파트,202503,19,매매,159100,0,0,상왕십리,58
아파트,202503,19,매매,95000,0,0,상왕십리,58
아파트,202503,18,매매,145000,0,0,상왕십리,58
아파트,202503,18,매매,183000,0,0,상왕십리,58
아파트,202503,16,매매,190000,0,0,상왕십리,58
아파트,202503,16,매매,145000,0,0,상왕십리,58
아파트,202503,16,매매,211000,0,0,상왕십리,58
아파트,202503,15,매매,94800,0,0,상왕십리,58
아파트,202503,15,매매,153000,0,0,상왕십리,58
아파트,202503,15,매매,169000,0,0,상왕십리,58
아파트,202503,13,매매,169000,0,0,상왕십리,58
아파트,202503,13,매매,134500,0,0,상왕십리,58
아파트,202503,12,매매,174000,0,0,상왕십리,58
아파트,202503,11,매매,92000,0,0,상왕십리,58
아파트,202503,8,매매,157000,0,0,상왕십리,58
아파트,202503,8,매매,184000,0,0,상왕십리,58
아파트,202503,8,매매,151000,0,0,상왕십리,58
아파트,202503,8,매매,170000,0,0,상왕십리,58
아파트,202503,8,매매,140000,0,0,상왕십리,58
아파트,202503,8,매매,93000,0,0,상왕십리,58
아파트,202503,8,매매,179000,0,0,상왕십리,58
아파트,202503,8,매매,179000,0,0,상왕십리,58
아파트,202503,8,매매,191000,0,0,상왕십리,58
아파트,202503,7,매매,186000,0,0,상왕십리,58
아파트,202503,7,매매,93000,0,0,상왕십리,58
아파트,202503,1,매매,141000,0,0,상왕십리,58
아파트,202503,1,매매,97700,0,0,상왕십리,58
아파트,202503,1,매매,149500,0,0,상왕십리,58
아파트,202503,1,매매,93500,0,0,상왕십리,58
아파트,202503,31,월세,0,20000,290,상왕십리,58
아파트,202503,28,월세,0,5000,205,상왕십리,58
아파트,202503,28,월세,0,5000,148,상왕십리,58
아파트,202503,27,전세,0,60000,0,상왕십리,58
아파트,202503,27,전세,0,49350,0,상왕십리,58
아파트,202503,26,전세,0,78000,0,상왕십리,58
아파트,202503,24,월세,0,20000,235,상왕십리,58
아파트,202503,24,월세,0,40000,220,상왕십리,58
아파트,202503,24,전세,0,70000,0,상왕십리,58
아파트,202503,22,전세,0,78750,0,상왕십리,58
아파트,202503,22,전세,0,75000,0,상왕십리,58
아파트,202503,22,전세,0,75000,0,상왕십리,58
아파트,202503,22,전세,0,95000,0,상왕십리,58
아파트,202503,22,월세,0,80000,70,상왕십리,58
아파트,202503,21,월세,0,10000,290,상왕십리,58
아파트,202503,21,월세,0,10000,290,상왕십리,58
아파트,202503,20,전세,0,85000,0,상왕십리,58
아파트,202503,20,월세,0,10000,300,상왕십리,58
아파트,202503,19,월세,0,65000,110,상왕십리,58
아파트,202503,18,전세,0,82000,0,상왕십리,58
아파트,202503,18,전세,0,79800,0,상왕십리,58
아파트,202503,18,전세,0,89200,0,상왕십리,58
아파트,202503,17,전세,0,63100,0,상왕십리,58
아파트,202503,16,전세,0,77000,0,상왕십리,58
아파트,202503,15,월세,0,20000,260,상왕십리,58
아파트,202503,15,전세,0,58000,0,상왕십리,58
아파트,202503,15,전세,0,58000,0,상왕십리,58
아파트,202503,15,월세,0,50000,170,상왕십리,58
아파트,202503,15,전세,0,58000,0,상왕십리,58
아파트,202503,14,전세,0,110000,0,상왕십리,58
아파트,202503,13,전세,0,93000,0,상왕십리,58
아파트,202503,13,전세,0,84000,0,상왕십리,58
아파트,202503,13,전세,0,40000,0,상왕십리,58
아파트,202503,13,전세,0,94000,0,상왕십리,58
아파트,202503,13,전세,0,92000,0,상왕십리,58
아파트,202503,12,월세,0,45000,150,상왕십리,58
아파트,202503,12,월세,0,20000,285,상왕십리,58
아파트,202503,12,전세,0,87000,0,상왕십리,58
아파트,202503,12,전세,0,83000,0,상왕십리,58
아파트,202503,11,전세,0,80000,0,상왕십리,58
아파트,202503,11,전세,0,73500,0,상왕십리,58
아파트,202503,11,전세,0,87900,0,상왕십리,58
아파트,202503,10,전세,0,70000,0,상왕십리,58
아파트,202503,10,전세,0,84000,0,상왕십리,58
아파트,202503,10,전세,0,122000,0,상왕십리,58
아파트,202503,8,전세,0,61900,0,상왕십리,58
아파트,202503,8,월세,0,57000,12,상왕십리,58
아파트,202503,8,전세,0,82000,0,상왕십리,58
아파트,202503,8,월세,0,30000,150,상왕십리,58
아파트,202503,8,전세,0,64575,0,상왕십리,58
아파트,202503,7,전세,0,70000,0,상왕십리,58
아파트,202503,7,월세,0,70000,100,상왕십리,58
아파트,202503,7,전세,0,70000,0,상왕십리,58
아파트,202503,6,월세,0,5000,217,상왕십리,58
아파트,202503,6,월세,0,5000,217,상왕십리,58
아파트,202503,5,전세,0,90000,0,상왕십리,58
아파트,202503,4,월세,0,20000,220,상왕십리,58
아파트,202503,4,월세,0,80000,60,상왕십리,58
아파트,202503,3,전세,0,63000,0,상왕십리,58
아파트,202503,3,전세,0,70000,0,상왕십리,58
아파트,202503,3,월세,0,55000,100,상왕십리,58
아파트,202503,3,전세,0,57850,0,상왕십리,58
아파트,202503,3,전세,0,82000,0,상왕십리,58
아파트,202503,1,월세,0,60000,115,상왕십리,58
아파트,202503,1,전세,0,67000,0,상왕십리,58
아파트,202503,1,전세,0,78000,0,상왕십리,58
아파트,202503,1,전세,0,75000,0,상왕십리,58
아파트,202503,1,전세,0,81900,0,상왕십리,58
오피스텔,202503,24,월세,0,25000,26,상왕십리,58
오피스텔,202503,20,월세,0,1000,120,상왕십리,58
오피스텔,202503,15,월세,0,1000,135,상왕십리,58
오피스텔,202503,11,전세,0,25462,0,상왕십리,58
오피스텔,202503,8,월세,0,20000,55,상왕십리,58
오피스텔,202503,4,월세,0,1000,135,상왕십리,58
오피스텔,202503,4,월세,0,27000,15,상왕십리,58
오피스텔,202503,4,월세,0,2000,130,상왕십리,58
오피스텔,202503,1,월세,0,10000,100,상왕십리,58
오피스텔,202503,1,월세,0,24000,30,상왕십리,58
아파트,202503,29,매매,126000,0,0,행당,391
아파트,202503,29,매매,145000,0,0,행당,391
아파트,202503,27,매매,130000,0,0,행당,391
아파트,202503,24,매매,127000,0,0,행당,391
아파트,202503,23,매매,132000,0,0,행당,391
아파트,202503,22,매매,129000,0,0,행당,391
아파트,202503,19,매매,132500,0,0,행당,391
아파트,202503,13,매매,124000,0,0,행당,391
아파트,202503,12,매매,129500,0,0,행당,391
아파트,202503,6,매매,129500,0,0,행당,391
아파트,202503,1,매매,126000,0,0,행당,391
아파트,202503,1,매매,148000,0,0,행당,391
아파트,202503,27,전세,0,66000,0,행당,391
아파트,202503,27,전세,0,81000,0,행당,391
아파트,202503,25,전세,0,75000,0,행당,391
아파트,202503,25,전세,0,70000,0,행당,391
아파트,202503,24,월세,0,18740,69,행당,391
아파트,202503,20,월세,0,20000,200,행당,391
아파트,202503,20,월세,0,20000,200,행당,391
아파트,202503,17,전세,0,68000,0,행당,391
아파트,202503,5,전세,0,73000,0,행당,391
연립다세대,202503,31,매매,69500,0,0,상왕십리,288
연립다세대,202503,28,전세,0,31500,0,상왕십리,288
연립다세대,202503,26,월세,0,3000,160,상왕십리,288
연립다세대,202503,15,전세,0,31000,0,상왕십리,288
아파트,202503,17,매매,87500,0,0,상왕십리,344
연립다세대,202503,28,매매,55000,0,0,상왕십리,438
연립다세대,202503,18,매매,53500,0,0,상왕십리,438
연립다세대,202503,7,매매,41500,0,0,왕십리,338
연립다세대,202503,22,전세,0,31500,0,왕십리,349
오피스텔,202503,10,매매,14000,0,0,왕십리,334
오피스텔,202503,12,전세,0,17200,0,왕십리,334
연립다세대,202503,20,월세,0,1000,90,상왕십리,232
연립다세대,202503,31,월세,0,10000,80,상왕십리,231
연립다세대,202503,24,월세,0,20500,10,상왕십리,228
오피스텔,202503,7,월세,0,8003,14,왕십리,222
오피스텔,202503,7,월세,0,8153,12,왕십리,222
오피스텔,202503,25,월세,0,13000,44,왕십리,212
오피스텔,202503,24,전세,0,24000,0,왕십리,212
오피스텔,202503,19,전세,0,24000,0,왕십리,212
오피스텔,202503,10,전세,0,26000,0,왕십리,212
오피스텔,202503,7,전세,0,24000,0,왕십리,212
오피스텔,202503,7,전세,0,24000,0,왕십리,212
오피스텔,202503,6,월세,0,15000,60,왕십리,212
오피스텔,202503,5,월세,0,15000,45,왕십리,212
오피스텔,202503,4,전세,0,25000,0,왕십리,212
오피스텔,202503,3,월세,0,15000,44,왕십리,212
오피스텔,202503,3,전세,0,25000,0,왕십리,212
오피스텔,202503,12,매매,9700,0,0,왕십리,158
오피스텔,202503,4,매매,9850,0,0,왕십리,158
오피스텔,202503,17,월세,0,1000,60,왕십리,158
오피스텔,202503,17,월세,0,1000,50,왕십리,158
오피스텔,202503,15,매매,24000,0,0,왕십리,87
오피스텔,202503,24,월세,0,1000,95,왕십리,87
오피스텔,202503,17,월세,0,6000,150,왕십리,87
오피스텔,202503,15,월세,0,1000,105,왕십리,121
오피스텔,202503,13,전세,0,23500,0,왕십리,121
아파트,202503,15,매매,91500,0,0,왕십리,224
아파트,202503,28,월세,0,30000,150,왕십리,224
아파트,202503,24,전세,0,62000,0,왕십리,224
아파트,202503,24,월세,0,52000,40,왕십리,224
아파트,202503,13,월세,0,10000,200,왕십리,224
아파트,202503,13,월세,0,10000,200,왕십리,224
아파트,202503,4,월세,0,36000,70,왕십리,224
아파트,202503,3,전세,0,52500,0,왕십리,224
오피스텔,202503,24,전세,0,32000,0,왕십리,224
오피스텔,202503,24,월세,0,31000,10,왕십리,224
오피스텔,202503,18,월세,0,4000,66,왕십리,241
오피스텔,202503,18,월세,0,1000,82,왕십리,241
오피스텔,202503,11,월세,0,2000,82,왕십리,241
